id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo
1794,6881,2026-02-24,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1795,17921,2025-11-24,,CERRADO,No cuenta con un monto de siniestro
1796,19046,2025-02-12,,RECHAZADO,No cuenta con un monto de siniestro
1800,6555,2025-09-05,12219.16,,El estado del siniestro se encuentra vacio
1802,19906,2025-08-31,8711.91,,El estado del siniestro se encuentra vacio
1803,2114,2025-02-10,4728.3,,El estado del siniestro se encuentra vacio
1804,537,2025-06-19,7883.57,,El estado del siniestro se encuentra vacio
1805,12108,2025-02-10,5335.93,,El estado del siniestro se encuentra vacio
1806,14494,2025-12-27,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1808,24630,2026-12-02,,RECHAZADO,No cuenta con un monto de siniestro
1809,23298,2025-07-15,8743.38,,El estado del siniestro se encuentra vacio
1812,7113,2025-04-20,10111.45,,El estado del siniestro se encuentra vacio
1815,5058,2025-12-23,,ABIERTO,No cuenta con un monto de siniestro
1820,5877,2025-03-29,6951.16,,El estado del siniestro se encuentra vacio
1822,1320,2025-06-29,,ABIERTO,No cuenta con un monto de siniestro
1826,20678,2025-06-08,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1831,25888,2025-03-05,5651.21,,El estado del siniestro se encuentra vacio
1833,6007,2025-10-15,,ABIERTO,No cuenta con un monto de siniestro
1834,7502,2025-08-23,,CERRADO,No cuenta con un monto de siniestro
1835,1008,2025-01-29,,RECHAZADO,No cuenta con un monto de siniestro
1848,22563,2025-12-30,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1850,10383,2025-05-18,,ABIERTO,No cuenta con un monto de siniestro
1851,9774,2025-05-10,,RECHAZADO,No cuenta con un monto de siniestro
1853,12709,2025-10-27,4062.55,,El estado del siniestro se encuentra vacio
1856,17753,2025-04-15,1368.42,,El estado del siniestro se encuentra vacio
1857,3550,2025-07-01,,CERRADO,No cuenta con un monto de siniestro
1859,9873,2025-08-14,,RECHAZADO,No cuenta con un monto de siniestro
1863,9190,2025-05-05,,ABIERTO,No cuenta con un monto de siniestro
1868,9936,2025-04-03,308.97,,El estado del siniestro se encuentra vacio
1869,22147,2025-08-21,7346.23,,El estado del siniestro se encuentra vacio
1871,8047,2026-10-01,376.88,,El estado del siniestro se encuentra vacio
1873,11859,2025-04-04,-13146.99,,El estado del siniestro se encuentra vacio
1880,11215,2025-06-10,5117.67,,El estado del siniestro se encuentra vacio
1882,12872,2025-11-06,11489.95,,El estado del siniestro se encuentra vacio
1883,15435,2026-02-22,10095.06,,El estado del siniestro se encuentra vacio
1884,14239,2026-02-17,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1886,6035,2025-02-18,7138.65,,El estado del siniestro se encuentra vacio
1887,24229,2025-04-22,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1889,21000,2025-02-01,12867.83,,El estado del siniestro se encuentra vacio
1891,11314,2025-08-27,,ABIERTO,No cuenta con un monto de siniestro
1896,5035,2026-02-15,11911.4,,El estado del siniestro se encuentra vacio
1901,12631,2026-01-23,6219.35,,El estado del siniestro se encuentra vacio
1903,12829,2025-08-20,,ABIERTO,No cuenta con un monto de siniestro
1906,6297,2025-02-07,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1909,11885,2025-11-26,13989.03,,El estado del siniestro se encuentra vacio
1910,2378,2025-04-16,,RECHAZADO,No cuenta con un monto de siniestro
1913,22401,2025-12-25,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1914,20821,2025-05-13,,ABIERTO,No cuenta con un monto de siniestro
1915,4249,2025-09-30,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1917,1483,2025-11-03,2931.64,,El estado del siniestro se encuentra vacio
1919,23370,2025-01-19,10088.81,,El estado del siniestro se encuentra vacio
1927,12363,2025-08-28,,ABIERTO,No cuenta con un monto de siniestro
1930,1800,2025-02-01,931.65,,El estado del siniestro se encuentra vacio
1931,11267,2026-01-15,,ABIERTO,No cuenta con un monto de siniestro
1932,4478,2025-02-19,,ABIERTO,No cuenta con un monto de siniestro
1933,18557,2025-02-13,,RECHAZADO,No cuenta con un monto de siniestro
1936,10230,2025-09-16,,CERRADO,No cuenta con un monto de siniestro
1938,6924,2025-05-20,5308.87,,El estado del siniestro se encuentra vacio
1943,25537,2025-08-03,10387.2,,El estado del siniestro se encuentra vacio
1946,9795,2025-06-27,-3125.37,,El estado del siniestro se encuentra vacio
1949,24265,2026-02-14,1744.78,,El estado del siniestro se encuentra vacio
1951,11356,2025-06-16,3026.6,,El estado del siniestro se encuentra vacio
1953,25846,2025-12-20,817.11,,El estado del siniestro se encuentra vacio
1957,5599,2025-08-27,4898.77,,El estado del siniestro se encuentra vacio
1958,14376,2025-06-20,8939.68,,El estado del siniestro se encuentra vacio
1959,25653,2025-09-26,,CERRADO,No cuenta con un monto de siniestro
1961,10180,2025-06-18,458.57,,El estado del siniestro se encuentra vacio
1963,7665,2025-02-01,13058.05,,El estado del siniestro se encuentra vacio
1964,19457,2025-11-11,12371.01,,El estado del siniestro se encuentra vacio
1965,10239,2025-10-26,,ABIERTO,No cuenta con un monto de siniestro
1967,23070,2025-03-16,5037.27,,El estado del siniestro se encuentra vacio
1968,12848,2025-03-14,14024.56,,El estado del siniestro se encuentra vacio
1969,12354,2025-08-08,12960.35,,El estado del siniestro se encuentra vacio
1971,3132,2025-06-01,,ABIERTO,No cuenta con un monto de siniestro
1972,18246,2025-11-10,10681.55,,El estado del siniestro se encuentra vacio
1974,3645,2025-03-20,12880.85,,El estado del siniestro se encuentra vacio
1975,11929,2025-09-24,,RECHAZADO,No cuenta con un monto de siniestro
1982,13668,2025-06-04,,ABIERTO,No cuenta con un monto de siniestro
1984,8409,2025-01-22,9904.12,,El estado del siniestro se encuentra vacio
1985,19738,2025-05-15,,ABIERTO,No cuenta con un monto de siniestro
1991,21922,2025-05-27,,ABIERTO,No cuenta con un monto de siniestro
1992,5897,2025-09-22,,ABIERTO,No cuenta con un monto de siniestro
1993,5951,2025-10-14,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1998,17036,2025-04-07,9445.55,,El estado del siniestro se encuentra vacio
2000,14424,2025-12-15,6440.22,,El estado del siniestro se encuentra vacio
2001,15777,2025-12-31,8711.64,,El estado del siniestro se encuentra vacio
2003,19906,2025-12-19,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2004,1052,2025-08-17,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2007,9647,2025-06-11,,RECHAZADO,No cuenta con un monto de siniestro
2009,8864,2025-12-15,14996.75,,El estado del siniestro se encuentra vacio
2010,14609,2025-10-08,7622.38,,El estado del siniestro se encuentra vacio
2011,20873,2025-05-03,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2013,6808,2025-09-09,2668.84,,El estado del siniestro se encuentra vacio
2014,18068,2025-08-14,,ABIERTO,No cuenta con un monto de siniestro
2015,966,2025-07-18,4633.19,,El estado del siniestro se encuentra vacio
2017,10286,2025-12-30,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2018,21296,2025-05-01,,RECHAZADO,No cuenta con un monto de siniestro
2019,14718,2025-05-31,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2020,1105,2025-04-06,7568.87,,El estado del siniestro se encuentra vacio
2026,23719,2025-11-02,,CERRADO,No cuenta con un monto de siniestro
2027,13023,2025-03-25,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2030,24667,2025-02-27,,ABIERTO,No cuenta con un monto de siniestro
2033,23214,2025-02-02,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2036,6962,2025-08-01,14164.09,,El estado del siniestro se encuentra vacio
2038,23938,2025-12-15,,CERRADO,No cuenta con un monto de siniestro
2045,11343,2025-06-12,5598.05,,El estado del siniestro se encuentra vacio
2050,2889,2025-11-20,12798.94,,El estado del siniestro se encuentra vacio
2052,11775,2025-10-10,9190.32,,El estado del siniestro se encuentra vacio
2056,3311,2026-02-18,476.23,,El estado del siniestro se encuentra vacio
2060,2609,2025-02-06,7367.96,,El estado del siniestro se encuentra vacio
2062,10009,2025-05-05,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2065,6177,2026-02-01,,ABIERTO,No cuenta con un monto de siniestro
2067,18940,2025-10-27,14080.58,,El estado del siniestro se encuentra vacio
2068,20623,2025-10-05,5598.66,,El estado del siniestro se encuentra vacio
2070,16333,2025-01-12,,ABIERTO,No cuenta con un monto de siniestro
2071,18190,2025-10-31,,ABIERTO,No cuenta con un monto de siniestro
2073,748,2025-06-29,6018.67,,El estado del siniestro se encuentra vacio
2075,16490,2025-02-01,8174.67,,El estado del siniestro se encuentra vacio
2076,18072,2025-09-27,,ABIERTO,No cuenta con un monto de siniestro
2077,17252,2025-10-20,7933.21,,El estado del siniestro se encuentra vacio
2078,15511,2026-01-25,4027.17,,El estado del siniestro se encuentra vacio
2079,6895,2025-01-05,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2080,10895,2025-12-01,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2081,3369,2025-07-16,,CERRADO,No cuenta con un monto de siniestro
2083,14545,2026-02-17,,CERRADO,No cuenta con un monto de siniestro
2087,2627,2025-04-16,,ABIERTO,No cuenta con un monto de siniestro
2088,2488,2025-08-14,9104.12,,El estado del siniestro se encuentra vacio
2092,3682,2025-05-24,,ABIERTO,No cuenta con un monto de siniestro
2096,20212,2025-02-02,10913.99,,El estado del siniestro se encuentra vacio
2102,25702,2025-11-11,11456.76,,El estado del siniestro se encuentra vacio
2106,25564,2025-11-18,,RECHAZADO,No cuenta con un monto de siniestro
2108,25757,2025-04-07,8907.86,,El estado del siniestro se encuentra vacio
2110,19846,2025-11-23,4708.12,,El estado del siniestro se encuentra vacio
2112,2291,2025-07-19,,CERRADO,No cuenta con un monto de siniestro
2113,19687,2025-11-11,9909.82,,El estado del siniestro se encuentra vacio
2115,24559,2025-02-08,,RECHAZADO,No cuenta con un monto de siniestro
2116,12438,2025-02-25,,CERRADO,No cuenta con un monto de siniestro
2119,11636,2025-07-31,,RECHAZADO,No cuenta con un monto de siniestro
2120,9202,2025-12-17,1092.28,,El estado del siniestro se encuentra vacio
2123,893,2025-03-24,,ABIERTO,No cuenta con un monto de siniestro
2129,15817,2025-11-24,1554.97,,El estado del siniestro se encuentra vacio
2130,24568,2025-08-01,10081.96,,El estado del siniestro se encuentra vacio
2133,5582,2026-02-04,3173.9,,El estado del siniestro se encuentra vacio
2134,15550,2025-05-26,,CERRADO,No cuenta con un monto de siniestro
2137,3740,2025-09-28,,CERRADO,No cuenta con un monto de siniestro
2140,20890,2025-02-06,,ABIERTO,No cuenta con un monto de siniestro
2141,8581,2025-09-15,9118.98,,El estado del siniestro se encuentra vacio
2143,7049,2025-01-09,14263.63,,El estado del siniestro se encuentra vacio
2147,18198,2025-06-06,14907.53,,El estado del siniestro se encuentra vacio
2151,17498,2025-08-25,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2154,5275,2025-07-08,,CERRADO,No cuenta con un monto de siniestro
2155,6403,2025-02-01,,RECHAZADO,No cuenta con un monto de siniestro
2156,16843,2025-01-08,,RECHAZADO,No cuenta con un monto de siniestro
2159,3796,2025-10-23,,CERRADO,No cuenta con un monto de siniestro
2160,17763,2025-01-29,10933.93,,El estado del siniestro se encuentra vacio
2161,23253,2025-08-26,,CERRADO,No cuenta con un monto de siniestro
2163,22022,2025-03-15,11882.41,,El estado del siniestro se encuentra vacio
2170,13440,2025-09-30,,CERRADO,No cuenta con un monto de siniestro
2171,6484,2025-06-03,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2175,21219,2025-03-07,4325.25,,El estado del siniestro se encuentra vacio
2177,12062,2025-02-17,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2181,13324,2025-10-15,10971.72,,El estado del siniestro se encuentra vacio
2182,23939,2026-02-01,7294.75,,El estado del siniestro se encuentra vacio
2185,13495,2025-02-27,11264.69,,El estado del siniestro se encuentra vacio
2187,6776,2025-03-16,,CERRADO,No cuenta con un monto de siniestro
2189,8604,2025-12-20,6396.32,,El estado del siniestro se encuentra vacio
2191,15378,2025-05-21,,ABIERTO,No cuenta con un monto de siniestro
2192,7276,2025-04-22,,CERRADO,No cuenta con un monto de siniestro
2195,20237,2025-09-20,1798.81,,El estado del siniestro se encuentra vacio
2196,12443,2025-05-05,,CERRADO,No cuenta con un monto de siniestro
2199,2655,2025-03-27,9652.5,,El estado del siniestro se encuentra vacio
2200,16302,2026-01-20,14998.98,,El estado del siniestro se encuentra vacio
2201,5693,2025-10-25,,RECHAZADO,No cuenta con un monto de siniestro
2207,23522,2025-12-18,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2210,9364,2025-08-19,,CERRADO,No cuenta con un monto de siniestro
2211,24414,2025-05-26,,RECHAZADO,No cuenta con un monto de siniestro
2215,18283,2025-04-27,13042.84,,El estado del siniestro se encuentra vacio
2218,2121,2026-01-22,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2219,3863,2025-11-02,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2220,18997,2025-01-06,450.11,,El estado del siniestro se encuentra vacio
2221,8239,2025-06-15,10385.04,,El estado del siniestro se encuentra vacio
2223,19293,2025-06-03,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2226,13433,2025-09-27,7919.17,,El estado del siniestro se encuentra vacio
2227,3018,2025-10-27,,CERRADO,No cuenta con un monto de siniestro
2232,22770,2025-03-10,8286.57,,El estado del siniestro se encuentra vacio
2233,15101,2025-08-14,,CERRADO,No cuenta con un monto de siniestro
2240,7847,2025-06-13,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2241,10744,2025-08-06,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2243,14886,2026-11-02,8087.14,,El estado del siniestro se encuentra vacio
2244,22956,2025-09-12,,ABIERTO,No cuenta con un monto de siniestro
2247,12378,2025-06-24,6324.65,,El estado del siniestro se encuentra vacio
2248,616,2025-03-08,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2249,16571,2025-11-24,,CERRADO,No cuenta con un monto de siniestro
2253,2695,2025-05-15,12110.89,,El estado del siniestro se encuentra vacio
2254,10324,2025-02-04,,RECHAZADO,No cuenta con un monto de siniestro
2255,12512,2025-04-09,,ABIERTO,No cuenta con un monto de siniestro
2261,8965,2025-08-07,2877.21,,El estado del siniestro se encuentra vacio
2263,16248,2025-05-28,2521.11,,El estado del siniestro se encuentra vacio
2265,21457,2025-11-14,,ABIERTO,No cuenta con un monto de siniestro
2267,20025,2025-08-23,,ABIERTO,No cuenta con un monto de siniestro
2269,11994,2025-05-30,,RECHAZADO,No cuenta con un monto de siniestro
2270,5262,2025-06-30,2698.98,,El estado del siniestro se encuentra vacio
2271,12807,2026-01-04,,ABIERTO,No cuenta con un monto de siniestro
2272,25669,2025-04-08,14217.5,,El estado del siniestro se encuentra vacio
2273,19646,2025-10-14,3432.68,,El estado del siniestro se encuentra vacio
2278,778,2025-08-08,,ABIERTO,No cuenta con un monto de siniestro
2281,9844,2025-02-27,,CERRADO,No cuenta con un monto de siniestro
2282,3087,2025-08-24,8941.56,,El estado del siniestro se encuentra vacio
2286,629,2025-12-30,,RECHAZADO,No cuenta con un monto de siniestro
2292,9566,2025-08-19,14828.44,,El estado del siniestro se encuentra vacio
2293,11540,2025-07-24,12845.16,,El estado del siniestro se encuentra vacio
2294,3290,2025-02-26,10223.01,,El estado del siniestro se encuentra vacio
2296,10408,2025-08-07,,CERRADO,No cuenta con un monto de siniestro
2297,11624,2025-11-02,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2299,856,2025-03-04,14863.37,,El estado del siniestro se encuentra vacio
2301,19172,2025-12-26,,CERRADO,No cuenta con un monto de siniestro
2302,25535,2025-04-22,,CERRADO,No cuenta con un monto de siniestro
2303,15169,2025-12-19,,CERRADO,No cuenta con un monto de siniestro
2306,511,2025-09-05,13692.83,,El estado del siniestro se encuentra vacio
2308,6162,2025-07-13,,ABIERTO,No cuenta con un monto de siniestro
2311,7071,2025-09-13,6691.02,,El estado del siniestro se encuentra vacio
2312,8906,2025-03-15,4111.13,,El estado del siniestro se encuentra vacio
2313,5220,2025-06-16,12564.16,,El estado del siniestro se encuentra vacio
2321,15504,2025-05-20,,ABIERTO,No cuenta con un monto de siniestro
2325,13683,2026-01-13,8621.92,,El estado del siniestro se encuentra vacio
2328,22652,2025-11-24,11791.18,,El estado del siniestro se encuentra vacio
2331,1474,2025-03-15,13036.46,,El estado del siniestro se encuentra vacio
2334,9210,2025-03-22,8403.81,,El estado del siniestro se encuentra vacio
2336,9318,2025-04-04,,ABIERTO,No cuenta con un monto de siniestro
2342,24584,2025-09-23,3824.21,,El estado del siniestro se encuentra vacio
2346,21253,2025-01-04,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2351,22211,2025-04-16,13086.1,,El estado del siniestro se encuentra vacio
2352,20711,2025-11-20,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2353,858,2025-11-20,9445.29,,El estado del siniestro se encuentra vacio
2354,6864,2026-01-21,11051.5,,El estado del siniestro se encuentra vacio
2356,20455,2026-01-15,,ABIERTO,No cuenta con un monto de siniestro
2357,1653,2026-01-23,6707.44,,El estado del siniestro se encuentra vacio
2358,1622,2026-02-01,363.03,,El estado del siniestro se encuentra vacio
2359,2943,2025-07-21,783.16,,El estado del siniestro se encuentra vacio
2360,3942,2025-05-22,,RECHAZADO,No cuenta con un monto de siniestro
2361,18633,2025-10-30,6979.7,,El estado del siniestro se encuentra vacio
2363,2737,2025-05-09,6884.27,,El estado del siniestro se encuentra vacio
2364,25845,2025-08-20,1695.06,,El estado del siniestro se encuentra vacio
2365,21121,2025-06-02,12774.65,,El estado del siniestro se encuentra vacio
2367,19568,2025-03-24,,CERRADO,No cuenta con un monto de siniestro
2368,22622,2026-01-02,348.66,,El estado del siniestro se encuentra vacio
2369,11403,2025-02-04,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2372,18743,2025-05-13,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2373,9302,2025-06-26,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2377,8758,2025-10-24,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2379,13852,2025-02-22,6190.29,,El estado del siniestro se encuentra vacio
2383,15691,2025-03-23,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2384,9924,2025-12-19,11310.24,,El estado del siniestro se encuentra vacio
2385,22112,2025-04-14,,ABIERTO,No cuenta con un monto de siniestro
2390,8027,2025-12-31,1121.61,,El estado del siniestro se encuentra vacio
2392,17405,2025-07-04,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2394,1520,2025-02-25,,CERRADO,No cuenta con un monto de siniestro
2402,11266,2025-07-27,14169.91,,El estado del siniestro se encuentra vacio
2408,755,2026-01-31,4836.65,,El estado del siniestro se encuentra vacio
2409,16622,2025-10-28,,RECHAZADO,No cuenta con un monto de siniestro
2410,15022,2025-10-06,6031.84,,El estado del siniestro se encuentra vacio
2418,16583,2025-05-01,8894.8,,El estado del siniestro se encuentra vacio
2419,1101,2025-06-04,9171.26,,El estado del siniestro se encuentra vacio
2421,7308,2025-04-11,,ABIERTO,No cuenta con un monto de siniestro
2423,5465,2025-04-18,8224.28,,El estado del siniestro se encuentra vacio
2424,22274,2025-03-28,6628.03,,El estado del siniestro se encuentra vacio
2427,251,2025-01-26,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2428,5206,2025-02-08,5634.12,,El estado del siniestro se encuentra vacio
2430,25623,2025-08-28,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2434,20992,2025-09-23,,CERRADO,No cuenta con un monto de siniestro
2436,15786,2025-07-22,,RECHAZADO,No cuenta con un monto de siniestro
2439,13895,2025-02-06,,ABIERTO,No cuenta con un monto de siniestro
2440,3564,2025-03-02,,CERRADO,No cuenta con un monto de siniestro
2443,2790,2025-12-17,,RECHAZADO,No cuenta con un monto de siniestro
2445,23615,2025-07-06,9415.52,,El estado del siniestro se encuentra vacio
2447,8840,2025-01-23,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2448,17507,2026-02-10,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2449,23007,2026-02-18,9358.52,,El estado del siniestro se encuentra vacio
2450,17533,2025-05-04,,CERRADO,No cuenta con un monto de siniestro
2451,14441,2026-01-21,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2453,25762,2025-12-16,12799.54,,El estado del siniestro se encuentra vacio
2454,315,2025-06-20,2706.62,,El estado del siniestro se encuentra vacio
2455,6226,2026-02-25,11691.36,,El estado del siniestro se encuentra vacio
2461,4460,2025-08-28,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2464,4246,2025-10-11,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2467,24047,2025-10-27,831.44,,El estado del siniestro se encuentra vacio
2470,19870,2026-02-24,,ABIERTO,No cuenta con un monto de siniestro
2471,15609,2025-11-16,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2474,6772,2025-11-13,,ABIERTO,No cuenta con un monto de siniestro
2480,14866,2025-12-25,13497.18,,El estado del siniestro se encuentra vacio
2481,7016,2025-08-04,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2483,9149,2025-12-28,,CERRADO,No cuenta con un monto de siniestro
2487,10983,2025-01-19,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2495,23605,2025-06-05,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2500,5749,2025-08-08,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2501,6007,2025-10-13,11464.16,,El estado del siniestro se encuentra vacio
2504,24756,2025-11-25,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2505,11966,2025-12-22,9243.01,,El estado del siniestro se encuentra vacio
2508,1754,2025-04-23,7770.4,,El estado del siniestro se encuentra vacio
2510,8058,2025-06-04,,CERRADO,No cuenta con un monto de siniestro
2511,12809,2025-10-14,,CERRADO,No cuenta con un monto de siniestro
2514,22830,2025-04-08,1219.12,,El estado del siniestro se encuentra vacio
2519,5197,2025-02-10,753.72,,El estado del siniestro se encuentra vacio
2520,5030,2025-05-30,,RECHAZADO,No cuenta con un monto de siniestro
2524,9396,2025-01-18,,CERRADO,No cuenta con un monto de siniestro
2527,13738,2025-08-15,1115.29,,El estado del siniestro se encuentra vacio
2528,19429,2025-05-02,,RECHAZADO,No cuenta con un monto de siniestro
2530,22448,2025-09-03,7889.28,,El estado del siniestro se encuentra vacio
2533,5249,2025-12-29,,RECHAZADO,No cuenta con un monto de siniestro
2535,23657,2025-05-10,,CERRADO,No cuenta con un monto de siniestro
2536,9797,2026-02-13,,RECHAZADO,No cuenta con un monto de siniestro
2538,22630,2025-09-24,2396.34,,El estado del siniestro se encuentra vacio
2541,20512,2025-10-26,,ABIERTO,No cuenta con un monto de siniestro
2542,1412,2025-07-12,11563.62,,El estado del siniestro se encuentra vacio
2543,22880,2025-10-30,10823.73,,El estado del siniestro se encuentra vacio
2544,24281,2026-02-17,14753.58,,El estado del siniestro se encuentra vacio
2545,13230,2026-03-02,9721.53,,El estado del siniestro se encuentra vacio
2547,17298,2025-09-03,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2549,16301,2025-03-22,,CERRADO,No cuenta con un monto de siniestro
2551,16156,2026-02-25,,RECHAZADO,No cuenta con un monto de siniestro
2552,23364,2025-07-09,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2553,7641,2025-03-07,5771.47,,El estado del siniestro se encuentra vacio
2554,1172,2026-01-09,3379.85,,El estado del siniestro se encuentra vacio
2556,17301,2025-09-14,,ABIERTO,No cuenta con un monto de siniestro
2557,17296,2025-04-15,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2558,16379,2025-12-22,11100.12,,El estado del siniestro se encuentra vacio
2559,18887,2025-10-09,8398.33,,El estado del siniestro se encuentra vacio
2561,10340,2025-02-26,388.85,,El estado del siniestro se encuentra vacio
2562,10507,2025-02-21,13259.68,,El estado del siniestro se encuentra vacio
2564,12314,2025-04-26,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2574,15439,2025-03-22,13120.29,,El estado del siniestro se encuentra vacio
2576,6446,2025-09-20,7607.2,,El estado del siniestro se encuentra vacio
2578,6675,2025-09-26,9976.23,,El estado del siniestro se encuentra vacio
2580,18166,2025-12-06,2887.95,,El estado del siniestro se encuentra vacio
2582,16327,2025-08-06,4695.67,,El estado del siniestro se encuentra vacio
2590,22053,2025-02-22,,CERRADO,No cuenta con un monto de siniestro
2592,11432,2025-11-26,,ABIERTO,No cuenta con un monto de siniestro
2594,4513,2026-01-24,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2596,6376,2025-04-07,,ABIERTO,No cuenta con un monto de siniestro
2599,18113,2025-05-30,,ABIERTO,No cuenta con un monto de siniestro
2603,24345,2025-04-05,,RECHAZADO,No cuenta con un monto de siniestro
2606,16807,2025-05-18,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2608,24962,2025-03-28,,RECHAZADO,No cuenta con un monto de siniestro
2613,10242,2025-02-08,,ABIERTO,No cuenta con un monto de siniestro
2614,6458,2025-03-25,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2621,1926,2025-10-14,,CERRADO,No cuenta con un monto de siniestro
2623,1218,2025-06-06,10111.64,,El estado del siniestro se encuentra vacio
2625,25793,2025-05-07,,ABIERTO,No cuenta con un monto de siniestro
2631,12557,2025-04-27,,ABIERTO,No cuenta con un monto de siniestro
2635,7112,2025-10-27,11347.53,,El estado del siniestro se encuentra vacio
2637,10785,2025-10-03,,RECHAZADO,No cuenta con un monto de siniestro
2638,18370,2025-01-07,,RECHAZADO,No cuenta con un monto de siniestro
2639,10635,2025-11-10,,CERRADO,No cuenta con un monto de siniestro
2641,6887,2026-02-09,1319.53,,El estado del siniestro se encuentra vacio
2643,17912,2026-02-07,,CERRADO,No cuenta con un monto de siniestro
2645,16830,2025-05-08,6223.4,,El estado del siniestro se encuentra vacio
2647,7171,2025-05-23,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
2648,23393,2025-01-23,,ABIERTO,No cuenta con un monto de siniestro
2653,4746,2025-11-29,14807.91,,El estado del siniestro se encuentra vacio
2656,14648,2025-07-25,12312.79,,El estado del siniestro se encuentra vacio
2658,20297,2025-08-06,,RECHAZADO,No cuenta con un monto de siniestro
2660,12566,2025-09-13,13602.54,,El estado del siniestro se encuentra vacio
2661,16937,2025-10-25,4789.15,,El estado del siniestro se encuentra vacio
2662,110,2025-09-20,7585.26,,El estado del siniestro se encuentra vacio
2664,5812,2025-03-13,8775.38,,El estado del siniestro se encuentra vacio
2666,5917,2025-08-17,8244.58,,El estado del siniestro se encuentra vacio
2667,8898,2025-06-12,,ABIERTO,No cuenta con un monto de siniestro
