id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
14821,2025-01-05,2770,62,11,12,605.12,,105332.16
14822,2025-03-24,2251,49,7,3,,219.53,51621.28
14823,2025-12-17,865,54,11,5,123.94,,17223.18
14824,2025-01-21,679,8,8,9,,281.95,340294.09
14826,2025-02-27,1514,41,6,5,1916.21,,134430.09
14827,2026-01-11,2194,47,10,12,201.01,30.45,
14828,2025-05-24,820,71,15,3,1501.74,226.51,
14829,2025-08-22,2202,63,15,4,1225.94,,208313.96
14830,2025-03-26,1118,60,11,2,,145.11,
14831,2025-07-20,697,11,9,9,1619.53,,57643.12
14832,2025-12-25,2647,8,8,9,216.25,,13494.94
14833,2026-01-13,2467,30,12,4,487.64,87.2,
14835,2025-05-25,2636,8,8,8,918.17,,162145.15
14836,2025-10-29,2521,8,5,3,722.07,135.93,
14837,2025-07-31,15,79,7,4,1141.9,222.35,
14838,2026-02-06,702,51,1,8,,129.33,112273.73
14840,,3744,77,5,4,1311.48,263.36,98794.83
14841,2025-12-19,471,39,7,6,,27.83,55805.61
14842,2025-03-10,1822,14,4,9,969.64,105.63,
14844,2025-03-22,1836,73,9,10,426.85,42.62,
14845,,15,78,3,9,1124.19,169.96,87030.21
14846,2025-09-21,1649,68,10,4,1934.29,299.27,
14848,,2486,70,5,9,1796.68,179.67,345473.5
14849,2026-01-04,1418,3,15,9,,108.8,98011.88
14851,2025-07-26,1303,6,15,6,510.62,59.53,
14854,2025-11-09,1254,75,5,7,1033.59,209.57,
14858,2025-06-28,2563,14,12,12,,57.88,94519.07
14861,2025-09-08,1476,39,9,12,1893.14,,59434.94
14862,,2999,49,7,4,736.81,,139136.01
14863,2025-05-15,77,6,1,8,340.62,,67726.57
14866,,1851,6,13,12,1667.72,,81239.75
14867,,2772,69,1,3,,81.49,75635.1
14869,2025-05-15,1725,45,13,6,1964.03,,332472.64
14870,2025-01-15,1140,8,11,7,289.17,20.58,
14871,2025-05-26,1332,56,2,6,919.43,154.33,
14872,,347,11,6,2,235.32,,27079.74
14873,2025-08-19,2344,34,10,10,,242.16,
14874,2025-07-24,1145,53,2,7,1272.95,97.18,
14876,2025-09-05,2476,78,14,11,449.72,76.1,
14878,2025-05-18,1456,73,1,10,770.59,,66022.33
14879,2025-10-28,1926,80,2,11,426.58,95.98,
14880,2026-01-21,829,53,9,10,839.41,,42727.98
14881,2025-05-27,691,78,14,3,,78.08,107974.53
14883,,2682,60,1,5,490.96,80.82,56172.89
14885,2025-10-24,2490,37,3,9,,259.86,80336.36
14887,2025-03-26,1810,37,8,7,1472.98,,292420.01
14889,2025-03-12,1570,20,15,4,331.18,,58486.13
14891,2025-09-22,833,9,9,8,1024.57,65.82,
14895,2025-07-14,1761,50,8,11,901.19,205.13,
14896,2025-10-02,454,74,2,7,,246.7,
14899,2026-02-17,2219,58,1,7,,273.91,239108.02
14900,2026-01-11,2119,72,2,11,,302.58,207915.4
14901,,1653,75,10,2,1279.31,306.72,77184.13
14902,2025-05-05,1493,63,14,7,1560.49,234.22,
14905,2025-03-20,1726,52,13,6,1904.36,,40835.38
14906,2025-07-19,2914,79,12,6,129.21,,25067.82
14909,,417,28,9,5,68.77,13.52,8695.16
14910,2025-12-08,1401,13,6,11,1795.41,333.62,
14911,2025-04-02,1578,53,2,8,,47.82,55205.43
14913,2025-12-10,2118,68,3,12,703.92,,82821.67
14914,2025-04-08,2890,17,10,8,1943.06,,380134.53
14915,2025-12-26,2787,51,7,5,1411.04,290.43,
14916,,2198,63,2,2,,76.17,142112.53
14924,,695,61,8,7,,102.87,64126.2
14925,2025-01-18,373,36,5,12,,202.92,157721.09
14926,,2993,14,10,4,,80.36,219694.93
14927,2025-06-26,3780,73,8,12,1564.21,230.41,
14929,2025-04-22,2622,62,15,5,,73.64,
14934,2025-11-11,643,32,14,6,,50.01,16280.68
14935,2025-07-04,1724,63,10,8,,88.66,
14936,2025-11-08,2530,66,1,8,,,30809.06
14938,2025-08-17,2564,49,3,5,,91.13,63116.62
14940,,287,17,5,10,,229.99,75026.07
14941,2025-05-14,1509,69,12,4,,263.23,187215.5
14942,2025-08-12,2854,24,1,2,,54.06,74068.06
14943,2025-09-07,1448,20,4,9,,138.85,199512.36
14944,2025-05-05,1723,61,2,12,165.06,,29584.19
14947,2026-02-15,941,52,8,1,612.9,61.14,
14951,2025-07-28,1591,33,3,10,1541.24,,188210.93
14953,2026-01-26,1967,39,11,10,,59.2,19876.81
14955,2026-02-04,1290,68,11,7,,146.09,30489.33
14956,2025-02-11,1060,115,4,8,,181.12,262297.72
14958,2025-03-24,1856,12,3,5,1926.64,,
14960,2026-02-19,3,63,14,1,1544.38,,
14962,2025-06-24,1210,61,3,8,330.78,,37911.83
14965,2025-11-05,561,46,9,11,777.13,173.08,
14966,,281,33,8,10,,177.09,187326.46
14969,2025-12-23,2796,69,12,11,,,305102.24
14973,2025-05-15,1962,55,2,5,629.29,,114707.39
14974,2025-05-10,264,24,9,4,1392.85,,193472.81
14978,2025-04-13,95,18,2,2,,187.97,84236.72
14979,,268,68,15,9,,480.45,370365.79
14983,2025-02-26,1238,45,13,12,754.53,,
14984,2025-10-26,1337,22,5,10,732.29,50.02,
14987,2026-01-12,368,77,9,8,1909.57,,259797.69
14989,2026-02-10,1892,27,2,10,631.29,,
14990,2025-04-18,468,60,6,2,,184.67,99393.97
14994,2025-05-16,2919,38,9,7,,8.29,9165.97
14995,,3537,33,2,11,,136.92,319990.02
14997,2025-11-09,517,8,15,10,1421.54,,99619.24
14998,,2900,18,7,6,1411.26,192.37,159810.56
14999,2026-01-09,1041,59,14,9,790.93,,26801.64
15000,2025-01-06,1793,1,2,9,,279.31,51612.84
15001,2025-06-05,875,45,7,5,,,
15007,2025-10-25,2220,46,14,2,1996.33,365.01,
15008,2025-01-13,2092,62,4,2,,,44800.61
15009,2025-12-29,2318,73,4,8,1120.29,113.55,
15011,2025-10-11,2911,76,1,3,,254.02,102826.03
15015,2025-11-09,510,24,12,6,555.62,133.12,
15017,2025-12-30,1249,55,11,5,1169.43,128.13,
15020,2025-03-07,2295,23,1,6,591.6,,99601.91
15023,2025-01-01,1138,50,8,1,0.0,277.64,
15024,2026-01-15,2322,55,14,3,,263.71,
15027,2025-09-09,1756,53,7,1,1463.44,96.6,
15028,2025-07-06,2248,49,12,9,1046.14,,32143.45
15029,2025-02-15,150,58,8,6,447.59,55.79,
15030,2025-12-07,1847,61,13,4,,,188081.64
15031,,407,1,15,2,979.96,79.75,109138.98
15033,,2519,26,15,5,249.15,55.27,
15034,2025-04-12,2676,47,13,10,132.12,,
15037,2025-04-26,929,43,8,2,,,270105.73
15038,2025-09-21,933,66,5,12,1269.56,194.61,
15039,2025-07-04,2599,19,1,8,88.85,15.68,
15040,2025-11-30,1887,78,11,3,126.07,8.37,
15041,2025-11-09,939,40,11,2,1987.63,306.77,
15042,,215,13,14,8,1867.51,163.28,350238.41
15043,2025-12-26,167,68,11,8,,,
15044,2025-09-15,1195,47,3,7,812.86,,49751.36
15048,2025-04-07,163,61,7,4,,283.78,148883.61
15049,2025-11-11,2821,5,10,12,,32.65,
15053,2025-09-05,779,61,5,10,759.86,139.28,
15056,2025-08-20,1642,50,7,10,324.77,59.13,
15059,2026-02-16,2943,55,1,3,658.24,137.12,
15060,2025-12-24,1468,74,12,8,1798.59,,
15061,2025-07-12,2319,46,12,1,,86.45,107780.57
15062,2025-02-12,2430,55,1,12,,,68416.78
15066,2025-08-09,2999,17,15,6,,,
15067,2025-09-24,2342,6,8,1,1084.98,,
15068,2025-11-05,1656,62,11,6,1250.54,,54718.36
15071,2025-04-09,1063,51,7,12,1537.3,88.27,
15072,2025-01-09,2161,13,9,2,706.16,,136402.31
15073,2025-10-25,3781,40,12,9,,305.21,64751.26
15074,2025-09-21,2798,5,9,4,,119.07,83523.24
15075,2025-01-08,2038,31,15,10,1387.31,,
15076,2025-04-03,94,66,3,11,,217.72,
15077,2025-12-08,65,76,15,10,,34.6,
15080,,795,73,8,7,1964.83,224.85,98784.65
15081,2025-01-19,663,19,9,7,,231.46,276101.0
15083,2025-05-05,892,4,1,2,450.2,,72467.13
15084,2025-08-28,735,6,13,2,429.11,,14987.25
15085,2025-06-28,1892,15,2,8,,30.71,20490.2
15086,,1924,71,12,7,480.51,105.88,51247.34
15087,2025-03-24,1846,66,7,11,,48.85,93471.38
15088,2025-09-01,978,4,7,10,195.9,24.72,
15092,2025-09-01,2624,70,7,7,1362.12,,165572.39
15094,,1809,30,13,6,550.6,103.78,27007.64
15095,2025-07-29,1739,25,2,9,1006.31,246.08,
15096,2025-05-14,1228,69,14,6,1501.98,,
15101,2025-08-09,1333,59,15,11,1318.49,154.35,
15102,2025-11-06,1102,24,9,11,348.04,,26908.79
15103,2025-07-29,1933,53,5,12,,,32753.04
15105,2025-07-24,2824,58,11,2,677.0,,93351.48
15106,2025-08-26,1041,49,15,9,1221.04,66.53,
15108,2025-12-04,247,32,2,6,226.11,,18401.06
15109,,226,54,2,7,858.02,132.82,21165.6
15110,2025-10-05,1316,57,15,5,,219.7,45273.87
15111,2025-09-20,1355,3,9,11,,,
15112,2025-01-21,2200,32,4,12,1927.4,,177061.24
15113,2025-10-30,2652,47,4,2,1902.22,,217593.47
15114,2026-01-30,1517,53,4,5,1693.56,,248395.9
15115,2026-03-01,2287,27,6,11,,29.04,26610.06
15117,2026-01-03,1912,41,2,3,,227.86,
15118,2025-03-20,2573,49,11,5,,223.97,131131.95
15119,2025-04-28,1669,77,3,9,640.2,76.62,
15120,2025-03-26,1388,25,9,4,1504.73,,92713.23
15122,2025-10-26,1816,7,7,11,1553.85,,227962.87
15124,2025-02-04,2077,44,5,4,1183.66,283.0,
15126,2026-02-11,2069,36,15,7,,243.43,
15129,,1693,75,11,11,,127.09,
15130,2026-02-05,656,18,12,1,1751.75,237.23,
15131,2025-04-01,2282,4,8,5,,279.2,248852.53
15134,,1095,31,11,8,,,
15135,2025-06-03,1684,31,11,2,,,109845.67
15137,2025-08-27,602,10,7,2,1275.01,,224401.11
15138,2025-05-03,2157,56,3,7,,,15180.45
15140,2025-03-27,2445,80,3,4,,226.84,232360.28
15141,,1353,61,7,3,1402.91,262.79,
15142,,416,70,5,2,,326.94,79875.39
15146,2025-07-09,485,72,13,5,,52.51,120311.08
15149,,2108,24,3,1,,168.61,51953.21
15150,2025-02-15,580,72,9,7,98.86,19.14,
15151,2025-01-11,3590,59,12,11,,,42513.12
15152,2025-08-04,785,7,15,6,,16.36,22553.12
15153,,568,31,5,11,1146.45,,90121.71
15154,2025-07-30,863,76,7,2,,84.95,216359.88
15155,2025-05-28,1263,70,14,9,1805.99,,338120.48
15156,2026-02-13,2919,6,4,7,1210.14,130.48,
15157,2025-05-24,655,78,11,12,1947.91,104.11,
15159,2025-04-12,1760,14,1,12,,138.31,55570.88
15160,2026-01-14,2464,1,6,11,,104.03,31967.1
15161,2025-03-09,2494,63,7,1,1866.1,,105579.78
15162,2025-09-18,191,56,7,6,335.23,,9211.08
15166,,288,23,12,3,,60.62,49138.35
15167,2025-09-07,1863,30,2,4,532.44,,
15168,2025-03-30,922,31,9,7,1632.38,2181.99,
15169,2025-03-05,1825,11,12,12,913.9,133.51,
15172,,1755,70,15,7,409.73,43.29,41572.67
15175,,1283,49,3,11,972.67,55.92,152894.22
15176,2025-07-19,149,4,15,3,1729.92,378.87,
15179,,2225,34,4,10,,148.89,96681.79
15184,,2544,38,11,4,747.73,127.43,
15185,2025-03-30,1126,54,4,2,243.74,25.25,
15186,,120,55,7,10,,,
15188,2025-06-08,1027,68,8,5,,185.23,
15189,2025-11-21,1085,80,11,3,,327.56,109392.71
15191,2026-04-02,2610,25,10,3,,357.0,200654.48
15192,2025-03-15,1350,67,9,2,889.64,,162216.84
15193,2025-09-17,1550,43,10,8,,169.47,45162.63
15194,2025-10-05,235,62,1,1,857.63,64.36,
15195,2025-05-28,1124,48,10,6,856.93,,36955.62
15198,2026-01-09,2217,69,15,12,473.85,,69105.13
15199,2025-04-20,1050,49,3,12,1779.26,273.04,
15200,,1462,62,5,4,162.88,38.55,19081.32
15202,2025-01-24,2272,48,4,3,,,
15204,2025-04-26,2891,72,6,2,1811.13,436.23,
15206,2025-12-01,1106,40,13,4,1864.85,,67134.75
15207,2025-06-23,556,68,2,11,676.76,162.89,
15209,2025-08-30,1002,63,12,8,1664.16,211.71,
15210,,2739,80,3,7,786.65,89.7,122041.95
15211,2025-10-23,1105,46,4,2,405.6,50.33,
15212,2025-06-25,1863,50,6,10,1493.15,,127686.38
15214,2025-11-25,139,1,3,7,510.69,,
15216,2025-05-12,1276,11,10,12,254.07,,17810.24
15218,2025-08-07,1620,42,1,2,1333.96,158.76,
15219,2025-07-04,1604,65,6,7,,,39773.25
15220,2025-04-04,968,2,1,2,769.13,,51035.95
15221,,2,50,2,7,640.24,150.64,80169.31
15222,2025-01-05,1738,39,14,1,1446.97,,160510.56
15225,2025-07-10,265,67,6,8,,139.47,32399.06
15226,2025-10-21,1760,52,11,3,,122.62,181690.29
15228,,2832,6,1,4,1461.16,82.02,213000.34
15231,,2572,36,3,9,1504.14,,144447.4
15233,2025-06-11,56,39,15,12,829.86,69.42,
15234,2025-01-15,2967,75,2,11,,160.59,162053.51
15235,,2227,39,7,4,,24.56,11248.83
15236,2025-11-23,1360,4,11,3,1813.37,,325480.77
15237,2025-08-17,1793,15,15,6,1372.67,170.12,
15239,2025-08-01,1905,23,6,3,,16.85,8354.34
15240,2025-10-31,1660,29,8,2,,280.92,175681.1
15241,2025-09-20,499,9,8,12,169.78,,20128.5
15242,2025-04-15,2026,33,1,8,1309.37,170.03,
15243,2025-08-29,2809,53,4,6,1343.99,,177024.51
15244,,766,24,5,1,501.25,754.78,64012.29
15245,2025-03-30,2772,21,15,12,1134.25,,192126.8
15248,,128,22,4,11,1269.47,,173044.25
15250,,670,17,6,11,824.12,109.06,75685.52
15251,2026-01-22,1727,35,11,5,485.15,86.0,
15253,2025-09-04,2953,66,2,11,,132.1,314189.2
15254,2025-06-07,890,32,5,9,122.94,9.92,
15255,2025-11-18,2754,16,14,8,486.49,25.47,
15257,2025-09-18,172,56,5,6,935.47,115.94,
15259,2026-01-25,12,7,11,11,1483.47,,46968.05
15260,2025-01-30,155,72,7,2,,,64638.88
15261,2026-01-01,2412,44,14,12,,428.67,139548.96
15262,2025-08-16,1415,27,3,5,1300.72,80.67,
15263,2025-05-16,2496,71,2,5,1720.62,382.59,
15264,2025-07-26,1559,70,6,3,76.97,,11995.01
15269,2025-02-23,2708,17,2,3,399.31,75.8,
15270,2025-07-27,898,5,11,9,,150.92,137065.48
15271,2025-05-04,2105,63,7,10,,168.86,146549.61
15272,2025-10-21,1089,30,1,7,,,125610.99
15273,2026-02-02,2586,31,7,7,1913.89,119.63,
15274,2025-05-14,860,38,13,11,,31.66,14002.44
15275,2025-02-04,2234,46,1,5,411.47,54.34,
15276,2026-01-14,2995,27,8,4,,291.34,
15280,,2705,64,15,3,,15.15,24572.56
15282,,1264,12,13,1,1894.22,,367532.25
15284,2025-10-30,679,67,15,3,360.53,,60137.15
15285,2026-01-21,3552,14,3,4,275.91,,28157.44
15287,2025-05-16,2190,6,8,6,,121.62,154752.21
15289,,2947,4,15,10,694.55,,27601.33
15291,2025-08-31,1328,63,3,2,164.3,,17532.56
15292,2025-01-11,2853,47,11,1,,8.87,
15294,2025-12-26,992,2,4,12,1863.11,,254086.16
15295,2025-03-23,2101,42,13,11,218.5,,
15304,2025-03-05,1596,22,10,9,1643.67,268.6,
15306,2025-10-09,1257,38,9,5,1760.51,310.64,
15308,2025-10-15,1711,8,5,3,1398.48,,131581.23
15310,,1762,58,15,1,372.68,37.68,41998.09
15314,2025-03-01,307,71,9,3,1016.74,,
15315,2025-10-11,1027,3,9,4,1639.5,384.97,
15322,2025-12-20,462,32,5,4,1185.77,241.22,
15324,2025-08-28,1689,55,10,7,1482.27,,162202.24
15325,2025-02-20,388,22,12,1,568.6,84.3,
15326,2025-05-30,1822,35,12,11,,,21926.5
15327,2026-01-17,314,65,6,9,,41.43,17792.71
15328,2025-09-12,665,62,4,2,711.8,,140296.48
15329,2025-11-29,591,62,15,7,1135.93,,190208.26
15330,2025-05-10,2707,45,2,3,1645.37,,127217.48
15331,2025-10-12,1537,42,2,7,,37.95,26747.4
15332,2025-08-20,1239,20,15,9,1075.16,,32412.27
15333,2025-10-08,781,62,11,12,554.75,,
15335,2026-01-16,1724,14,13,6,1287.71,254.27,
15337,2025-12-22,2612,9,3,2,663.81,,19949.99
15338,2025-05-08,1734,56,10,11,414.1,,44050.1
15339,2025-11-21,1662,66,5,8,540.89,133.37,
15341,,2795,44,8,1,751.01,40.79,44035.86
15343,2025-03-19,1167,3,11,4,503.94,39.98,
15344,2025-01-18,1407,24,2,5,772.09,,
15345,2025-05-27,1337,3,1,8,811.3,,135829.83
15346,2025-08-10,549,26,5,4,,,296769.0
15349,2025-06-27,1235,61,13,8,,206.24,114071.11
15351,,2410,20,14,10,1052.24,84.3,112359.41
15353,2025-06-16,2887,39,2,6,,190.78,228136.4
15354,,1304,67,3,10,,316.78,55788.22
15355,2025-07-30,2344,38,1,12,,,287579.71
15356,,2057,71,10,6,,106.71,48367.35
15357,2025-11-28,2775,25,2,6,1294.94,65.42,
15359,2025-02-09,1704,37,12,5,1705.64,225.97,
15360,2025-04-21,969,44,9,9,1880.21,,39738.73
15361,,2139,58,4,2,540.1,,14539.08
15363,2025-01-09,339,48,4,5,410.46,,24893.04
15364,,1417,39,14,4,790.39,,101401.47
15365,2025-02-11,436,70,11,11,,82.6,39589.49
15366,2025-01-04,1423,10,2,12,1670.63,,304484.56
15367,2025-07-27,2473,15,10,7,0.0,87.62,
15369,2025-03-18,1358,34,7,11,,153.36,30474.5
15370,,447,1,1,10,1951.05,168.58,
15374,2026-01-18,661,54,7,3,673.72,,134628.71
15377,2025-05-19,1885,20,9,11,,2556.04,246197.19
15379,2025-01-07,1846,80,7,12,256.84,29.1,
15380,2025-08-10,2339,29,8,3,412.27,91.74,
15384,,13,4,2,1,528.05,49.16,51589.11
15385,2025-09-19,208,18,13,2,87.13,,3873.27
15386,2025-03-11,79,37,3,12,,33.64,52224.82
15387,2026-01-30,1523,21,11,1,,71.23,71456.3
15388,2025-06-18,1925,54,15,5,,,81797.05
15390,,1981,21,8,9,915.57,,154684.87
15391,2025-07-05,653,24,7,9,,70.41,
15392,2025-07-15,1521,76,6,1,1347.37,116.28,
15394,2025-07-22,1800,28,14,12,,15.97,15960.6
15396,2025-03-04,1168,6,7,10,,189.42,168278.09
15397,2026-02-01,1356,66,10,10,711.1,,
15399,2025-12-22,2950,47,6,7,,164.9,272364.63
15401,2025-06-27,214,76,15,12,,,43491.13
15403,2025-01-24,388,77,1,8,1858.78,,371053.76
15404,2025-04-20,184,53,15,5,608.8,107.11,
15405,2025-07-28,696,73,14,5,,47.93,
15406,2025-07-09,2168,50,4,3,1056.28,,
15408,2026-01-26,1253,43,12,5,171.42,,18452.58
15410,2025-05-30,1824,49,13,11,1229.84,,
15411,2025-11-27,2926,12,5,1,,191.04,
15412,2025-06-24,533,79,10,3,,222.11,250391.38
15415,,2576,15,8,11,,17.82,3184.33
15421,,2677,54,10,12,572.58,78.92,109182.25
15423,2025-03-18,2377,17,3,4,213.6,28.57,
15425,2026-01-23,925,58,12,9,,149.24,120061.3
15427,,1631,11,12,8,1994.07,456.3,134968.13
15428,2025-02-18,1370,9,13,12,310.56,69.88,
15430,2025-07-06,2257,43,1,4,,60.61,107612.11
15431,2025-04-29,326,2,4,4,674.72,50.54,
15435,2025-08-17,2014,63,12,3,,93.52,61830.47
15436,,62,48,13,2,1572.75,129.95,223723.72
15438,2025-10-22,7,10,7,1,,98.89,65781.77
15442,2025-12-23,1134,64,9,8,1186.4,,
15445,2025-04-30,1391,35,7,3,1124.32,65.42,
15446,2025-09-27,2559,70,10,9,588.99,,58330.53
15448,2025-03-20,3838,15,14,8,1032.48,,50361.85
15452,2025-06-08,149,24,14,8,749.17,172.6,
15453,2025-10-28,686,15,11,7,0.0,,226639.93
15455,2025-11-15,2221,19,4,7,1746.39,,249318.28
15457,2025-12-08,93,10,2,4,927.1,,179188.92
15458,2026-01-19,2319,56,15,2,,,148758.56
15459,2025-11-17,2853,13,7,10,1915.45,,333121.21
15460,2025-01-13,2974,40,10,10,,125.21,59341.79
15463,2025-03-02,2401,13,9,3,,120.76,110662.51
15466,2025-01-07,1496,68,9,4,,130.94,47199.5
15467,2025-02-18,859,25,7,5,904.86,,
15468,2025-12-31,81,5,3,7,,168.43,60496.42
15469,2026-01-05,122,52,9,2,1515.11,2552.81,
15471,2025-04-15,29,31,3,10,,19.74,24780.52
15476,2025-06-26,1684,62,6,5,,,17720.98
15477,,1203,63,1,2,991.27,123.02,52027.95
15478,2025-10-11,1186,66,14,3,,,140142.92
15480,2025-11-12,1317,16,3,5,-1929.78,,211773.48
15482,2025-09-28,1543,34,13,9,1945.4,403.14,
15483,2026-01-09,925,33,9,2,1435.85,,74206.59
15485,2026-01-27,1297,58,12,1,887.49,,150684.46
15486,2026-01-08,2429,24,1,8,988.14,,88360.91
15487,2025-12-28,1971,11,10,7,,153.06,133338.73
15489,2025-09-21,189,64,7,11,284.57,17.0,
15490,2025-11-25,1819,22,5,2,1491.72,144.3,
15492,,756,71,8,1,661.86,33.98,
15493,2025-11-26,467,5,9,1,781.46,106.65,
15499,,1300,1,13,10,1209.09,135.98,124770.43
15500,2026-01-20,807,56,3,10,319.78,,24113.71
15503,,87,54,11,8,1268.89,297.98,42554.73
15504,2025-04-11,2950,18,9,2,,85.37,105006.19
15505,2026-02-13,3855,61,3,8,,18.97,21974.6
15508,,2793,17,11,1,1257.76,207.88,
15509,2025-02-01,702,3,9,6,1407.07,114.06,
15511,2025-07-26,2522,63,14,10,490.1,,94013.43
15512,2025-11-05,53,66,8,2,272.6,,
15513,2026-02-17,2528,28,6,5,1055.11,,136994.99
15514,2025-10-11,849,38,11,3,,240.68,284686.06
15519,2026-01-09,2179,60,6,8,,,316698.11
15523,2025-11-15,1045,4,15,12,,219.51,
15525,,2970,49,12,9,393.82,56.71,49625.87
15526,2026-02-19,366,2,4,6,,161.86,29128.03
15528,2025-12-11,2308,18,1,5,1748.83,276.29,
15529,,3843,28,2,3,1246.67,310.51,54457.11
15530,2026-02-04,1953,24,4,3,213.39,14.49,
15531,2025-09-09,2632,50,7,6,,41.0,16836.23
15534,,486,49,7,10,345.38,70.63,67758.2
15536,2026-02-15,2148,64,12,6,633.56,,12912.47
15537,2025-11-14,1307,15,5,1,1008.83,208.67,
15538,2025-10-24,1350,57,3,4,,,232488.0
15550,,2620,50,1,6,1556.21,78.82,306346.37
15551,2025-01-03,2524,80,7,9,122.41,,4033.43
15553,,2450,10,1,11,1359.5,204.67,210567.77
15554,,546,77,10,12,1667.81,320.91,156390.03
15556,2025-06-12,2640,51,13,3,,88.08,37032.47
15558,,790,12,9,11,,14.79,8654.29
15559,2025-04-06,374,6,10,10,719.46,,69918.69
15563,,1746,27,9,5,1946.53,,
15564,2025-06-13,2075,70,14,9,1943.55,,195715.5
15565,2025-07-08,2385,75,3,8,,131.93,176352.91
15566,2025-08-01,442,28,3,9,,,90946.83
15569,2025-10-28,2450,30,11,10,1831.11,,334161.51
15570,2025-01-28,575,50,8,5,1113.32,,71233.46
15572,2025-10-28,2419,20,9,1,,230.87,354151.24
15573,2025-08-29,2669,42,10,3,1012.52,164.32,
15574,2025-04-22,944,11,2,10,1926.51,,
15575,,1286,75,7,4,1646.25,136.91,
15576,,1943,60,12,12,1097.93,156.11,63827.19
15577,2025-06-12,1278,66,11,10,,84.84,
15579,,2583,27,8,2,1508.39,311.63,254638.84
15580,2026-01-19,950,44,10,12,1504.41,229.54,
15584,2025-08-30,1679,4,13,7,283.71,,8706.47
15585,2025-04-03,2884,51,15,8,,69.74,110194.93
15586,,2429,13,4,11,1868.16,350.51,185594.99
15587,,2511,12,12,1,,112.32,
15590,2026-01-24,1598,37,12,1,,71.45,111570.22
15593,2026-01-09,1792,16,12,8,1388.72,,116095.76
15595,2025-08-11,953,62,7,9,,86.0,231398.88
15596,2025-02-06,2835,23,12,12,436.24,,79949.16
15598,2025-06-10,2789,12,14,10,,303.99,61035.83
15601,2025-11-01,1125,19,8,2,475.47,,31694.59
15602,2026-01-21,374,39,6,8,1257.86,,162988.1
15603,,1567,41,9,3,,95.52,122582.16
15604,2026-02-02,315,62,9,9,,58.4,
15608,2025-09-21,462,24,15,3,,17.08,
15609,2025-08-28,2021,50,14,9,1715.6,,336868.84
15611,2025-11-02,680,38,3,2,170.63,,27927.84
15614,2025-03-17,2485,61,6,3,1725.84,,309325.84
15616,2025-12-30,23,51,15,5,1547.34,361.01,
15618,2025-05-14,836,55,8,10,659.72,,17918.73
15624,2025-10-13,1287,29,4,6,,289.72,
15625,2025-05-08,2581,62,13,2,767.07,,53462.01
15626,2025-08-26,759,26,4,10,,97.98,41646.57
15627,2025-01-06,2092,38,7,6,,,123036.12
15630,,556,18,6,10,1425.24,,
15631,2025-08-01,2502,42,3,9,238.82,53.68,
15632,,784,7,3,6,1993.62,,197879.11
15633,,263,15,1,1,,310.33,
15636,,872,28,3,9,-1316.9,196.65,
15637,,691,51,10,10,,55.03,60673.94
15638,2025-03-31,2445,61,1,3,1898.1,,
15639,2025-02-20,1942,43,2,2,983.59,75.92,
15640,,2948,66,4,9,,88.56,97520.98
15643,2025-10-26,510,70,14,4,,169.01,140376.36
15646,2025-01-02,382,41,2,12,1142.95,,143640.12
15648,2025-07-22,2780,41,5,8,94.38,,
15649,2025-03-03,1107,20,3,10,353.12,38.32,
15652,2025-05-09,2703,67,8,9,260.25,,12854.46
15654,2025-02-03,2262,24,10,3,,131.39,133944.4
15656,2025-07-19,2861,24,13,1,,36.92,17970.92
15657,2025-06-07,230,72,13,2,409.89,,40342.16
15663,2025-01-22,715,19,11,1,637.6,73.49,
15665,2026-02-18,729,78,7,4,,,84981.84
15666,2025-05-20,2530,27,13,9,,,11288.97
15668,2025-06-12,169,38,5,10,,289.3,
15669,2025-07-18,1957,77,3,8,,205.54,232710.66
15670,2025-05-28,27,22,1,3,933.46,66.51,
15671,2025-02-10,232,74,4,6,1442.84,101.8,
15672,,127,19,4,5,193.51,,
15673,2026-01-06,896,73,5,11,951.08,124.71,
15674,2026-02-10,180,62,6,9,,72.96,128924.74
15675,2025-01-19,393,69,2,2,,,
15677,,2302,44,5,4,261.72,49.26,44481.36
15678,2025-07-09,87,10,10,8,,406.82,322830.87
15679,2025-01-01,640,56,15,8,205.64,30.27,
15680,2025-03-23,577,39,6,5,,,259937.34
15682,2025-10-28,1163,43,1,9,,,246293.22
15684,2025-06-13,1461,67,6,8,,283.09,159390.65
15685,2025-12-31,2491,61,15,4,,,324310.9
15686,,369,9,14,5,1076.08,226.73,208120.03
15687,2025-06-14,2606,30,7,11,,103.99,117660.29
15688,2025-02-07,1993,69,8,4,1918.11,428.9,
15689,2025-06-04,867,38,10,4,871.56,129.68,
15691,2025-05-02,850,33,1,4,,259.33,151242.41
15693,2025-06-27,2935,66,7,5,1487.4,,291145.48
15694,2025-10-14,1864,71,3,10,1150.09,,
15696,2025-11-07,144,35,14,9,829.21,85.05,
15698,2025-05-31,322,60,2,8,506.24,,12725.5
15700,2025-10-22,479,68,6,1,,81.42,
15701,2025-09-16,1940,50,3,12,534.83,124.12,
15702,2025-04-05,319,75,2,4,1105.59,256.34,
15703,2025-08-05,1129,79,11,9,,211.51,
15708,,750,25,8,8,894.47,,87916.66
15709,2025-08-03,293,9,2,7,1713.86,,167696.2
15713,2025-10-04,1573,73,14,6,,,
15715,2025-09-13,2966,33,8,12,0.0,,274927.6
